;;;;;;;;;;;;;;;;;;;;;;;;;
Прайс-лист для партнера ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Прайс-лист;;;;;;;;;;;;;;;;;;;;;;;;;
4 сентября 2023 г.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Наименование товаров;Цена за ед.;;Кол-во в упаковке;Страна / Производитель;"Количество на 
складах";;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
01. МЯСО, ПТИЦА И МЯСНАЯ ГАСТРОНОМИЯ;;;;;;;;;;;;;;;;;;;;;;;;;
01.1 Мясная гастрономия;;;;;;;;;;;;;;;;;;;;;;;;;
"01.1.03 Мясные изедлия  ""Златиборац""";;;;;;;;;;;;;;;;;;;;;;;;;
ПАНИРОВОЧНЫЕ СУХАРИ:;;;;;;;;;;;;;;;;;;;;;;;;;
"		Сухари панировочные ПАНКО ""Канеширо"" (1,000 кг/1,080 кг) упак. 10 шт.";316,05;шт;10;МАЛАЙЗИЯ;419;;;;;;;;;;;;;;;;;;;;
РИС:;;;;;;;;;;;;;;;;;;;;;;;;;
"РИС ""МИСТРАЛЬ"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Рис Акватика ""Мистраль"" (0,500 кг/0,500 кг) кор. 12 шт.";835,43;шт;12;Мистраль (Россия);60;;;;;;;;;;;;;;;;;;;;
"			Рис Акватика Mix ""Мистраль"" (0,500 кг/0,500 кг) кор. 12 шт.";261,86;шт;12;Мистраль (Россия);134;;;;;;;;;;;;;;;;;;;;
"			Рис Басмати ""Мистраль"" (0,500 кг/0,505 кг) кор. 12 шт.";203,73;шт;12;Мистраль (Россия);424;;;;;;;;;;;;;;;;;;;;
"			Рис Жасмин ""Мистраль"" (0,500 кг/0,500 кг) кор. 12 шт.";142,45;шт;12;Мистраль (Россия);95;;;;;;;;;;;;;;;;;;;;
"			Рис Индика ""Мистраль"" (1,000 кг/1,005 кг) кор. 12 шт.";134,34;шт;12;Мистраль (Россия);91;;;;;;;;;;;;;;;;;;;;
"			Рис Италика ""Мистраль"" (1,000 кг/1,050 кг) кор. 12 шт.";155,92;шт;12;Мистраль (Россия);23;;;;;;;;;;;;;;;;;;;;
"			Рис Кубань ""Мистраль"" (0,900 кг/0,900 кг) кор. 12 шт.";179,46;шт;12;Мистраль (Россия);906;;;;;;;;;;;;;;;;;;;;
"			Рис Янтарь ""Мистраль"" (0,900 кг/0,900 кг) кор. 12 шт.";140,23;шт;12;Мистраль (Россия);1 001;;;;;;;;;;;;;;;;;;;;
"РИС ""РИЗО ГАЛЛО"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Крупа рисовая Рис шлифованный Арборио ""Riso del Mulino "" (1,000 кг) кор. 12 шт.";411,85;шт;12;Италия/Riso Gallo S.p.A;120;;;;;;;;;;;;;;;;;;;;
"			Рис Арборио ""Ризо Галло"" (1,000 кг/1,070 кг) кор. 12 шт.";492,21;шт;12;Италия/Ризо Галло;1 196;;;;;;;;;;;;;;;;;;;;
"			Рис Басмати ""Ризо Галло"" (0,500 кг/0,540 кг) кор. 9шт.";259,74;шт;9;Италия/Ризо Галло;495;;;;;;;;;;;;;;;;;;;;
"			Рис Карнароли ""Ризо Галло"" (1,000 кг/1,015 кг) кор. 12 шт.";575,44;шт;12;Италия/Ризо Галло;62;;;;;;;;;;;;;;;;;;;;
"			Рис Красный Интеграле ""Ризо Галло"" (0,500 кг/0,545 кг) упак. 12 шт.";332,92;шт;12;Riso Gallo S.p.A;2;;;;;;;;;;;;;;;;;;;;
"			Рис Рибе шлифованный ""Ризо Галло"" (0,500 кг) упак. 12 шт.";147,81;шт;12;;24;;;;;;;;;;;;;;;;;;;;
"			Рис черный нешлифованный среднезерный пропаренный  NERO ""Ризо Галло"" (0,500 кг) кор. 12 шт.";401,8;шт;12;Италия/Riso Gallo S.p.A;344;;;;;;;;;;;;;;;;;;;;
"		Чечевица зеленая ТМ ""Националь"" (0,450 кг) упак 6 шт Россия.";85,6;шт;6;РОССИЯ;18;;;;;;;;;;;;;;;;;;;;
САХАР:;;;;;;;;;;;;;;;;;;;;;;;;;
"		Ванильный сахар "" Промпоствка""(1,000 кг/1,002 кг) упак. 10 шт.";217,71;шт;10;"ООО ""Сантус ЛТД"" (Росссия)";62;;;;;;;;;;;;;;;;;;;;
		Сахар порц белый свекловичный Роспродукт цв. стик ( 0,005 кг ) упак. 2000 шт.;1 432;кор.;1;ЗАО РОСПРОДУКТ;118;;;;;;;;;;;;;;;;;;;;
"		Сахар тростниковый белый кусковой ""Интегрита"" (0,500 кг/0,510 кг) кор. 8 шт.";146,06;шт;8;"Компания  ""Сладкий Мир"" (Россия)";1 919;;;;;;;;;;;;;;;;;;;;
"		Сахар тростниковый коричневый Демерара ""Интегрита"" (0,500 кг/0,510 кг) кор. 10 шт";127,09;шт;10;"Компания  ""Сладкий Мир"" (Россия)";1 873;;;;;;;;;;;;;;;;;;;;
"		Сахар тростниковый коричневый кусковой ""Интегрита"" (0,500 кг/0,510 кг) кор. 8 шт.";146,06;шт;8;"Компания  ""Сладкий Мир"" (Россия)";2 419;;;;;;;;;;;;;;;;;;;;
"		Сахар-песок ""ПРОДИМЕКС"" . (1,000 кг) упак. 10 шт.";100;шт;10;;341;;;;;;;;;;;;;;;;;;;;
"		Сахар-песок ""Услад"" (ЖЕЛТЫЙ ПАКЕТ) (1,010 кг/1,000 кг) кор. 10 шт.";105,18;шт;10;ГОСТ, сахарные заводы (Россия);1 510;;;;;;;;;;;;;;;;;;;;
		Сахар-песок Добрый Знак (1,000 кг) упак. 10 шт.;99,06;шт;10;"РОССИЯ/ООО ""ПРОДЛОГИСТИКА""";308;;;;;;;;;;;;;;;;;;;;
		Сахар-песок мешок (10 кг);828;шт;1;РОССИЯ/Россия;95;;;;;;;;;;;;;;;;;;;;
		Сахар-песок мешок (5 кг) новый;417;шт;5;;133;;;;;;;;;;;;;;;;;;;;
"		Сахар-рафинад ""Кубанский продукт"" (1,000 кг) упак. 20 шт.";111,44;шт;20;;257;;;;;;;;;;;;;;;;;;;;
СОЛЬ:;;;;;;;;;;;;;;;;;;;;;;;;;
"СОЛЬ ""SETRA""";;;;;;;;;;;;;;;;;;;;;;;;;
			Соль морская SETRA крупная йодированная 500 гр.кор. 12 шт;67,25;шт;12;;125;;;;;;;;;;;;;;;;;;;;
			Соль морская SETRA мелкая йодированная 500 гр.кор. 12 шт;67,25;шт;12;;155;;;;;;;;;;;;;;;;;;;;
			Соль морская SETRA мелкая йодированная пл.банка 250гр. кор. 12 шт;82,6;шт;12;;166;;;;;;;;;;;;;;;;;;;;
			Соль морская SETRA натуральная 500 гр.кор. 12 шт;72,85;шт;12;;131;;;;;;;;;;;;;;;;;;;;
			Соль розовая гималайская SETRA крупная 500 гр.кор. 12 шт;76,62;шт;12;;171;;;;;;;;;;;;;;;;;;;;
			Соль розовая гималайская SETRA мелкая 500 гр.кор. 12 шт;76,62;шт;12;;120;;;;;;;;;;;;;;;;;;;;
			Соль розовая мелкая/солонка SETRA 250 гр.кор. 12 шт;96,72;шт;12;;120;;;;;;;;;;;;;;;;;;;;
СОЛЬ ДРУГИХ ПРОИЗВОДИТЕЛЕЙ:;;;;;;;;;;;;;;;;;;;;;;;;;
			Соль пищевая морская крупная Атлантика (1,000 кг/1,004 кг) упак.15 шт;74,69;шт;1;"ЗАО ""ТДС""";298;;;;;;;;;;;;;;;;;;;;
			Соль поваренная помол №1 картон.упак (1,000 кг) упак. 20 шт Таганрог;30,9;шт;1;;25;;;;;;;;;;;;;;;;;;;;
			Соль поваренная помол №1 м/у 1кг*30 Илецкая;18,41;шт;1;;137;;;;;;;;;;;;;;;;;;;;
"		Соль  морская мелкая   ""Мarco Polo""  (1,000  кг) упак.10 шт";62,18;шт;10;ООО ТДС;97;;;;;;;;;;;;;;;;;;;;
		Соль порц тм Роспродукт  ( 0,001 кг) упак. 2000 шт;661,1;упак;1;РОССИЯ;15;;;;;;;;;;;;;;;;;;;;
ЧАЙ, КОФЕ:;;;;;;;;;;;;;;;;;;;;;;;;;
		Чай Майский черный саше ( 200 пак*0,002 кг) кор.;420;кор.;1;"ООО ""Май""";3;;;;;;;;;;;;;;;;;;;;
"	Лапша Соба ""Risma""  (0,300 кг) упак.40 шт Китай";62,41;шт;40;Shandong Wheat Sun Food Co. Ltd (3700/15208);203;;;;;;;;;;;;;;;;;;;;
"	Лапша Удон ""Risma"" (0,300 кг) упак.40 шт Китай";61,21;шт;40;Китай/Shandong Wheat Sun Food Co. Ltd (3700/15208);40;;;;;;;;;;;;;;;;;;;;
04. Масла и уксусы;;;;;;;;;;;;;;;;;;;;;;;;;
ОЛИВКОВОЕ МАСЛО:;;;;;;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО  ""ГОННЕЛИ""";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное Экстраверджине в.к.""Frantoio di Santa Tea"" Laudemio ст/б (250 мл) упак. 12 шт.";1 275,72;шт;1;Gonnelli 1585 srl;22;;;;;;;;;;;;;;;;;;;;
"			Масло оливк.нераф.Экстрав в.к.""Frantoio di Santa Tea""Raccolta di olive verdi 500 мл  кор. 6 шт.";1 162,35;шт;1;Gonnelli 1585 srl;45;;;;;;;;;;;;;;;;;;;;
"			Масло оливк.нераф.Экстрав в.к.""Frantoio di Santa Tea""Raccolta di olive verdiст/б (0.500л) кор. 6 шт.";1 346,03;шт;6;Италия/Gonnelli 1585 srl;1;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО  ""САРДИНИЯ SAN GIULIANO"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное ""Fruttato"" San Giuliano (0,5 л) упак. 6 шт.";908,36;шт;1;Domenico Manca S.p.A.;3;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное ""ДОП САРДИНИЯ"" San Giuliano (0,5 л) упак. 6 шт.";1 074,82;шт;1;Domenico Manca S.p.A.;27;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО ""LA ESPANOLA""";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное с добавлением нерафинированного Olive Oil Classic ""La Espanola"" ж/б (0,916 кг/1 л) упак. 10 шт.";1 102,08;шт;10;Испания/ACEITES DEL SUR COOSUR, S.A.;30;;;;;;;;;;;;;;;;;;;;
"			Масло Classic ""La Espanola"" ст./бут. 1 л упак. 12 шт.";1 000,2;шт;12;"Италия/""ACEITES DEL SUR COOSUR""";22;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное высшего качества Extra Virgin ""La Espanola"" ж/б (0,916 кг/1 л) упак. 10 шт.";1 125,04;шт;1;Испания/ACEITES DEL SUR COOSUR, S.A.;96;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное высшего качества Extra Virgin ""La Espanola"" пл./б (0,916 кг/1 л) упак. 12 шт.";743,11;шт;12;ACEITES DEL SUR COOSUR, S.A.;145;;;;;;;;;;;;;;;;;;;;
"			Масло Extra Virgin ""La Espanola"" ст./б 0,5 л уп. 6 шт";586,92;шт;6;Испания/ACEITES DEL SUR COOSUR, S.A.;206;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное высшего качества Extra Virgin ""La Espanola"" ст./б (0,229 кг/0,25 л) упак. 12 шт.";358,75;шт;12;"""ACEITES DEL SUR COOSUR""";301;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное высшего качества Extra Virgin ""La Espanola"" ст./б (0,916 кг/1 л) упак. 12 шт.";972,93;шт;1;"Испания/""ACEITES DEL SUR COOSUR""";19;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое из выжимок рафинированое  с добавлением нерафинировонного тз. ""La Espanola"" ж.б. (0,916 кг/ 1.049 кг/1 л) кор. 12 шт";750,51;шт;12;"Испания/""ACEITES DEL SUR COOSUR""";148;;;;;;;;;;;;;;;;;;;;
"			Масло олив из выжимок раф с добав нераф тз. ""La Espanola"" (4.580 кг/4,973 кг/5 л) пл/б упак3 шт";3 079,51;шт;3;Испания;3;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное Санса ""La Espanola"" пл.б 1л упак.15 шт.";545,3;шт;1;"Испания/""ACEITES DEL SUR COOSUR""";1 246;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО ""АНФОССО"" ""РЕГИОН ЛИГУРИЯ:";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло экстраверджине  из таджасских оливок ""Тумаи"" Анфоссо , ст.б. (0,985 кг/500 мл) кор. 6 шт.";1 325,94;шт;6;Италия/Anfosso;18;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач ""Тумаи"" из таджасских оливок, золотая фольга Анфоссо (0,25л) кор. 12шт.";648,62;шт;12;Италия/Anfosso;32;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач ""Тумаи"" из таджасских оливок, золотая фольга Анфоссо (0,5л/0,460 кг/0,830 кг) кор.12шт.";1 005,94;шт;12;Италия/Anfosso;54;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач ДОП ""Ривьера Лигуре - Ривьера дей Фьори"", ст.б. (0,985 кг/500 мл) кор. 6 шт.";1 496,71;шт;6;Италия/Anfosso;1;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО ""КОСТА ДОРО"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло  Экстра ""Коста Доро"" ст./бут. (250 мл) упак. 12 шт. БАЗИЛИК (НОВЫЙ ДИЗАЙН)";427,63;шт;12;Италия/Oleificio Ranieri Unipersonale;91;;;;;;;;;;;;;;;;;;;;
"			Масло  Экстра ""Коста Доро"" ст./бут. (250 мл) упак. 12 шт. БЕЛЫЕ ГРИБЫ (НОВЫЙ ДИЗАЙН)";429,07;шт;12;Италия/Costa d`Oro S.p.a.;160;;;;;;;;;;;;;;;;;;;;
"			Масло  Экстра ""Коста Доро"" ст./бут. (250 мл) упак. 12 шт. ЛИМОН (НОВЫЙ ДИЗАЙН)";427,63;шт;12;Италия/Oleificio Ranieri Unipersonale;57;;;;;;;;;;;;;;;;;;;;
"			Масло  Экстра ""Коста Доро"" ст./бут. (250 мл) упак. 12 шт. ТРЮФЕЛЬ (НОВЫЙ ДИЗАЙН)";446,29;шт;12;Италия/Oleificio Ranieri Unipersonale;377;;;;;;;;;;;;;;;;;;;;
"			Масло  Экстра ""Коста Доро"" ст./бут. (250 мл) упак. 12 шт. ЧИЛИ (НОВЫЙ ДИЗАЙН)";427,63;шт;12;Италия/Oleificio Ranieri Unipersonale;69;;;;;;;;;;;;;;;;;;;;
"			Масло виноградное рафинированное ""Коста Доро"" (500 мл) упак.12 шт.";509,43;шт;12;Италия/Costa d`Oro S.p.a.;194;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное с добавлением масла оливкового нерафинированного  ""Коста Доро"" ст. бут. (1,365 кг/1 л) упак. 8 шт.";1 059,03;шт;8;Италия/Costa d`Oro S.p.a.;76;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное с добавлением масла оливкового нерафинированного  ""Коста Доро"" ст. бут. (0,785 кг/0,500 л) упак. 12 шт.";568,26;шт;12;Италия/Costa d`Oro S.p.a.;23;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафнированное нефильтрованное высшего качества Экстраверджине ""Il Grezzo""""Коста Доро"" ст. бут. (0,500л) упак. 12 шт.";658,67;шт;12;Италия/Costa d`Oro S.p.a.;213;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф. нефильтр. в/кач. Экстравердж ""IL Grezzo""Коста Доро""ст.б.(1,480кг/1л)уп.12 шт";1 048,99;шт;12;Италия/Costa d`Oro S.p.a.;120;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач Экстрверджине ""Коста Доро"" (250 мл) упак.12 шт.";322,88;шт;12;Италия/Costa d`Oro S.p.a.;95;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф. высшего качества Экстраверджине ""Коста Доро"" (500 мл) упак.12 шт.";503,69;шт;12;Италия/Costa d`Oro S.p.a.;96;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач Экстраверджине ""Коста Доро"" ст.б.(1,365кг/1,000л) упак.8ш";928,45;шт;8;Италия/Costa d`Oro S.p.a.;143;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач Экстраверджине ""Коста Доро""(4,955кг/5,000л) ж/б  упак.4 шт";4 975,15;шт;4;Италия/Costa d`Oro S.p.a.;12;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нераф в/кач Экстра Il Delicato ""Коста Доро"" ст./бут. (500 мл/0,457 кг) упак. 12 шт.";441,98;шт;12;Италия/Costa d`Oro S.p.a.;62;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО ""ЛЕВАНТЕ"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное Экстраверджине ""Levante"" ж/б (5,000 мл/4,580 кг/4,970 кг) упак.4 шт.";5 394,17;шт;4;Италия/BIOLEVANTE;7;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное Экстраверджине ""Levante"" п/б (1.000 мл/0,916 кг/0,960 кг) упак. 12 шт.";1 089,17;шт;12;Италия/BIOLEVANTE;68;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое нерафинированное Экстраверджине ""Levante"" ст/б (1.000 мл/0,916 кг/1,320 кг) упак. 12 шт,";1 107,82;шт;12;Италия/BIOLEVANTE;37;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное ""Levante"" ж/б (5,000 мл/4,580 кг/4,970 кг) упак.4 шт.";3 115,39;шт;4;BIOLEVANTE;1;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное ""Levante"" ст/б (1.000 мл/0,916 кг/1,350 кг) упак.12 шт.";650,06;шт;12;BIOLEVANTE;40;;;;;;;;;;;;;;;;;;;;
"ОЛИВКОВОЕ МАСЛО ""ОЛЕИФИЧИО СПЕРОНИ"":";;;;;;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое очищенное ""Конди"" Экстраверджине первого холодного прессования ст/б (1,375 кг/1000 мл) кор 12 шт.";1 178,14;шт;12;Италия/Oleificio Speroni Srl;512;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое очищенное ""Конди"" Экстраверджине первого холодного прессования пл. бут. (1000 мл) упак. 12 шт.";1 264,24;шт;12;Италия/Oleificio Speroni Srl;202;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое очищенное ""Конди"" Экстраверджине первого холодного прессования (4,970 кг/5000 мл) кор 4 шт.";5 544,84;шт;4;Италия/Oleificio Speroni Srl;54;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное Санса ди Олива""Конди"" (4,995 кг/5000 мл) ж/б кор 4 шт.";3 106,78;шт;4;Италия/Oleificio Speroni Srl;151;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное Санса ди Олива""Конди"" пл. бут. (1000 мл) упак. 12 шт.";625,66;шт;12;Италия/Oleificio Speroni Srl;867;;;;;;;;;;;;;;;;;;;;
"			Масло оливковое рафинированное Санса ди Олива""Конди"" стекло (1,375 кг/1000 мл) кор 12 шт.";640,01;шт;12;Италия/Oleificio Speroni Srl;1 179;;;;;;;;;;;;;;;;;;;;
РАСТИТЕЛЬНЫЕ МАСЛА, ЖИРЫ:;;;;;;;;;;;;;;;;;;;;;;;;;
"		Жир растит. фритюрный  ""Вегафрай"" 1/7,5л";1 116,02;шт;1;Вегафрай;387;;;;;;;;;;;;;;;;;;;;
"		Масло Горчичное ""Ароматы жизни"" нерафинированное  ст./б. (500 мл/0,460 кг) упак. 12 шт";152,05;шт;12;"ООО ""Аромавита""";25;;;;;;;;;;;;;;;;;;;;
"		Масло Грецкого ореха ""Ароматы жизни"" нерафинированное ст/б (500 мл/0,460 кг) упак.12 шт";291,02;шт;1;"ООО ""Бизнесойл"" Россия";6;;;;;;;;;;;;;;;;;;;;
		Масло Кунжутное REAL TANG(0,5 л)  упак.12 шт;335,3;шт;12;Китай/Shandong TangPin International Trading Limited;34;;;;;;;;;;;;;;;;;;;;
		Масло Кунжутное ст/б (0,790 кг/410 мл) кор. 20 шт. КИТАЙ;302,68;шт;20;"Китай/Пищевая компания ""СянВан""";242;;;;;;;;;;;;;;;;;;;;
"		Масло Льняное ""Ароматы жизни"" нерафинированное ст./б. (500 мл/0,460 кг) упак. 12 шт.";163,18;шт;12;"ООО ""Бизнесойл"" Россия";104;;;;;;;;;;;;;;;;;;;;
"		Масло подсолнечное ""Санни Голд"" (1 л) кор. 15 шт.";126,25;шт;15;Каргилл (Россия);3 801;;;;;;;;;;;;;;;;;;;;
		Масло подсолнечное высокоолеиновое бутылка 0,5 литра кор. 15шт.;180;шт;1;;307;;;;;;;;;;;;;;;;;;;;
		Масло Тыквенное нерафинированное ст/б (500 мл/0,460 кг) упак.12 шт;760,97;шт;1;"ООО ""Бизнесойл"" Россия";19;;;;;;;;;;;;;;;;;;;;
"		Масло фритюрное ""Санни Голд"" (10 л)";1 436,19;шт;1;Каргилл (Россия);281;;;;;;;;;;;;;;;;;;;;
"		Масло фритюрное ""Санни Голд"" (5 л) кор. 3 шт.";666,01;шт;3;Каргилл (Россия);1 317;;;;;;;;;;;;;;;;;;;;
СОУСЫ, УКСУСЫ, МАСЛО:;;;;;;;;;;;;;;;;;;;;;;;;;
СОУСЫ Tabasco Импорт;;;;;;;;;;;;;;;;;;;;;;;;;
"			Соус ""Табаско"" перечный красный (150 мл) упак. 12 шт.";774,54;шт;1;США/MСILHENNY COMPANY;125;;;;;;;;;;;;;;;;;;;;
"			Соус ""Табаско"" перечный красный (350 мл) упак. 12 шт. (USD)";1 391,79;шт;1;США/MСILHENNY COMPANY;26;;;;;;;;;;;;;;;;;;;;
"			Соус ""Табаско"" перечный красный ст./бут. (60 мл) упак. 12 шт. (USD).";382,9;шт;1;США/MСLHENNY COMPANY;253;;;;;;;;;;;;;;;;;;;;
		Концентрат для напитка Лесные ягоды, Гурмикс ( 2,000 кг ) упак.3 шт;1 010,29;шт;3;"АО ""Виртекс""";3;;;;;;;;;;;;;;;;;;;;
		Концентрат для напитка Манго-маракуйя  Гурмикс, ( 2,000 кг ) упак.3 шт;1 282,98;шт;3;"АО ""Виртекс""";3;;;;;;;;;;;;;;;;;;;;
		Паста Том Ям CHANG  (1,000 кг ) упак. 12 шт. Таиланд;547,63;шт;12;Таиланд/Penta Impex Company Limited;21;;;;;;;;;;;;;;;;;;;;
"		Соус ""Черный перец"" Гурмикс"" дой-пак  ( 2,000 кг ) упак.3 шт";900,74;шт;3;РОССИЯ;43;;;;;;;;;;;;;;;;;;;;
"		Соус « Чили-манго» Гурмикс""  «Food Service» ( 1,000 кг ) упак.6 шт";400,31;шт;6;;1;;;;;;;;;;;;;;;;;;;;
"		Соус Ворчестер "" Гурмикс""   ( 2,000 кг ) упак.3 шт";1 351,53;шт;3;"РОССИЯ/АО ""Виртекс""";2;;;;;;;;;;;;;;;;;;;;
		Соус Ворчестер ст/б 250гр кор. 12шт СанБонсай;212,3;шт;1;;745;;;;;;;;;;;;;;;;;;;;
		Соус Горчичный Гурмикс Food Service ( 1,000 кг ) упак.6 шт;283,42;шт;6;;5;;;;;;;;;;;;;;;;;;;;
"		Соус гранатовый ""Наршараб"" ""Грандэлитез"" ст./бут. (0,400 кг) упак. 6 шт.";246,86;шт;6;"РОССИЯ/ООО ""КОНЭКС"" (Россия)";108;;;;;;;;;;;;;;;;;;;;
"		Соус гранатовый ""Наршараб"" EVOD ст./бут. (0,400 кг) упак. 6 шт.";232,53;шт;1;"ООО ""КОНЭКС"" (Россия)";623;;;;;;;;;;;;;;;;;;;;
		Соус Кимчи ( 1,8 л /2,200 кг) упак. 6 шт. Китай;712,66;шт;6;Китай/ZHONGYE FOODS (DALIAN) CO.,LTD;60;;;;;;;;;;;;;;;;;;;;
"		Соус Медово-Горчичный "" Гурмикс"" ( 2,000 кг ) упак.3 шт";1 078,83;шт;3;;5;;;;;;;;;;;;;;;;;;;;
		Соус ореховый Tamaki Pro (1,5 л) упак. 6 шт. Россия;716,94;шт;6;РОССИЯ;108;;;;;;;;;;;;;;;;;;;;
"		Соус Песто Алла Дженовезе на основе подсолнечного масла ""Понти"" ст. б. (135 г) упак. 12 шт.";225,3;шт;12;Италия/Понти;257;;;;;;;;;;;;;;;;;;;;
"		Соус Песто Россо на основе подсолнечного масла ""Понти"" ст. б. (135 г) упак. 12 шт.";225,3;шт;12;Италия/Понти;68;;;;;;;;;;;;;;;;;;;;
"		Соус Сладкий Чили Классический "" Гурмикс "" ( 2,000 кг ) упак.3 шт";468,94;шт;3;;9;;;;;;;;;;;;;;;;;;;;
"		Соус Сладкий Чили Классический "" Гурмикс"" ( 2,000 кг ) упак.3 шт";489,73;шт;3;"АО ""Виртекс""";14;;;;;;;;;;;;;;;;;;;;
		Соус соевый Терияки Genso (1,500 л/1,775 кг) упак. 6 шт.;369,06;шт;6;"<Объект не найден> (246:bced0327f0f4e0614dd9d74f4e127564)/ЗАО ""РОСПРОДУКТ""";340;;;;;;;;;;;;;;;;;;;;
"		Соус Терияки Оригинальный"" Гурмикс"" ( 2,000 кг ) упак.3 шт";626,04;шт;3;"АО ""Виртекс""";36;;;;;;;;;;;;;;;;;;;;
		Соус Унаги  ( 1,8 л /2,200 кг) упак. 6 шт. Китай;629,35;шт;6;Китай/ZHONGYE FOODS (DALIAN) CO.,LTD;28;;;;;;;;;;;;;;;;;;;;
"		Соус Унаги""Genso"" (1,500 л/1,700 кг) упак. 6 шт.";376,56;шт;6;РОССИЯ/ЗАО РОСПРОДУКТ;172;;;;;;;;;;;;;;;;;;;;
"		Соус Чеддер для запекания ""Гурмикс"" серия ""Food Servis""( 1,000 кг ) упак.6 шт";326,68;шт;6;;6;;;;;;;;;;;;;;;;;;;;
		Соус Юдзу Yuzu ESORO (1,000 кг) упак.12 шт. Корея;691,3;шт;12;КОРЕЯ, РЕСПУБЛИКА/EN Food Inc.;12;;;;;;;;;;;;;;;;;;;;
"		Сухая смесь на основе сушёного хрена для пригот соусов и паст ""Васаби"" (1,000 кг) упак.10 шт";573,94;шт;10;Китай/DALIAN RONGCHANG FOODSTUFF LTD;19;;;;;;;;;;;;;;;;;;;;
УКСУС:;;;;;;;;;;;;;;;;;;;;;;;;;
"УКСУСЫ ""ДЖУСТИ""";;;;;;;;;;;;;;;;;;;;;;;;;
"			Бальзамический уксус Giusti 1 Medaglia d'argento ""Il Profumato"" Champagnotta 6 лет 250 мл ст/б кор.";869,61;шт;12;Италия/Gran Deposito Aceto Balsamico Giuseppe Giusti S.r.l.;12;;;;;;;;;;;;;;;;;;;;
			Бальзамический уксус Giusti 3 Medaglie d'oro Ricardo Giusti Champagnotta 12 лет ст/б (100 мл/0,180 кг/0,400 кг) упак. 6 шт.;1 265,67;шт;6;Италия/Джусти с.р.л.;2;;;;;;;;;;;;;;;;;;;;
			Приправа на основе бальзам. уксуса Aceto Balsamico di Modena IGP с инжиром (0,100 кг)  кор. 6 шт.;1 212,58;шт;6;Италия/Gran Deposito Aceto Balsamico Giuseppe Giusti S.r.l.;6;;;;;;;;;;;;;;;;;;;;
