;Альянс Юг ООО;;;;;;;
;г.Краснодар, ОПХ КНИИСХ 1 отдел ул, дом № 35, тел.: (861) 200-27-96;;;;;;;
;;;;;;;;
;-- Доставка продуктов на следующий день после звонка;;;;;;;
;-- Доставка нашим автотранспортом;;;;;;;
;-- Заказы принимаются по многоканальному телефону;;;;;;;
;;;;;;;;
;-- Цены указаны с учетом НДС;;;;;;;
;-- Прием заказов:;;;;;;;
;  С понедельника по субботу с 9.00 до 18.00;;;Ваш менеджер ____________________;;;;
;;;;Тел._____________________________;;;;
;;;;;;;;
;ПРАЙС - ЛИСТ;;;;;;;
;Дата 15.08.2023;;;;;;;
;Артикул;Наименование товара;Произв.;Ед. изм.;Фасовка;Ед. изм. в кор.;Цена за ед.;
;;;;;;;;
;;Креветки, морепродукты;;;;;;
;31135;        Крабовые палочки (имитация) с/м 5кг - VICI;Вичюнай-Русь;упак;5;1;1139,00;*
;;Мясо;;;;;;
;;    Говядина мраморная;;;;;;
;38934;        Говядина стейк б/к (ДЕНВЕР) (~2.5кг) с/м вес. - Primebeef;Заречное;кг;1;1;1 230,25;*
;;    Говядина, телятина;;;;;;
;34548;        Говядина вырезка б/к (~1.5кг) с/м вес. - Беларусь;Калинковичский МК;кг;1;1;1 397,08;*
;32298;        Говядина вырезка б/к (~1.5кг) с/м вес. - Беларусь;Могилевский МК;кг;1;1;1 397,08;*
;36873;        Говядина вырезка б/к (~1.5кг) с/м вес. - Россия;Тимашевскмясопродукт;кг;1;1;1 394,40;*
;27347;        Говядина лопатка б/к (~8кг) с/м вес. - Россия;Тимашевскмясопродукт;кг;1;1;452,40;*
;23533;        Говядина печень (~7кг) с/м вес. - Аргентина;Offal Exp S.A.;кг;1;1;238,80;*
;35238;        Говядина щека (~20кг) с/м вес. - Аргентина;Offal Exp S.A.;кг;1;1;442,80;*
;32574;        Говядина язык (~1.5кг) с/м вес. - Аргентина;Offal Exp S.A.;кг;1;1;643,39;*
;32640;        Говядина язык (~1.5кг) с/м вес. - Аргентина;Swift Argentina S.A.;кг;1;1;656,40;*
;39092;        Говядина язык (~1.5кг) с/м вес. - Парагвай;Frigorifico Concepcion;кг;1;1;592,80;*
;;    Свинина;;;;;;
;36703;        Свинина вырезка б/к (~0.5кг) с/м вес. - Мираторг;Мираторг-Курск;кг;1;1;395,56;*
;40095;        Свинина вырезка б/к (~0.5кг) с/м вес. - Россия;ПК Элитгрупп Инвест;кг;1;1;422,24;*
;32569;        Свинина вырезка б/к (~0.5кг) с/м вес. - Южное;Южное МПП;кг;1;1;425,72;*
;36492;        Свинина корейка б/к (~3кг) с/м вес. - Россия;Южное МПП;кг;1;1;344,52;*
;40096;        Свинина лопатка б/к (~8кг) с/м вес. - Россия;ПК Элитгрупп Инвест;кг;1;1;313,20;*
;31066;        Свинина окорок б/к (~8кг) с/м вес. - Россия;Южное МПП;кг;1;1;344,52;*
;40106;        Свинина шея б/к (~2кг) с/м вес. - Россия;Союз-М;кг;1;1;582,32;*
;31451;        Свинина шея б/к (~2кг) с/м вес. - Россия;Южное МПП;кг;1;1;586,88;*
;;    Сыровяленые, вареные, копченые изделия;;;;;;
;35633;"        Бекон нарезка ""Венгерский"" с/к 0.5кг - Дымов";Дымовское колбасное производство;упак;0,5;20;212,00;*
;37711;"        Бекон нарезка ""Классический"" в/к 0.5кг - Черкизово";ЧМПЗ;упак;0,5;6;286,00;*
;37892;"        Бекон нарезка ""Экстра"" с/к 0.5кг - Черкизово";ЧМПЗ;упак;0,5;21;285,00;*
;40074;"        Ветчина ""Фирменная"" 1кг - Ремит Horeca";Ремит МЗ;упак;1;10;514,00;*
;40054;        Ветчина из индейки 0.4кг - Империя вкуса ;Пит Продукт;упак;0,4;9;169,00;*
;38447;        Говядина филе б/к (~1кг) с/в вес. - Alto Concetto;Печура ИП;кг;1;1;2 823,00;*
;37712;"        Колбаса ""Пепперони"" с/к (~0.5кг)  вес. - Россия";ЧМПЗ;кг;1;1;605,00;*
;38937;"        Колбаса ""Пепперони"" с/к 0.5кг - Россия";Пит Продукт;упак;0,5;6;264,00;*
;31235;"        Колбаса ""Пепперони"" с/к 1кг - Дымов";Дымовское колбасное производство;упак;1;1;672,00;*
;32415;"        Колбаса ""Пепперони"" с/к 1кг - Россия";Ремит МЗ;упак;1;8;650,00;*
;39487;"        Колбаски ""Классические"" п/к 0.5кг - Дымов";Дымовское колбасное производство;упак;0,5;10;269,00;*
;37313;        Свинина шея б/к (~1.5кг) с/в вес. - Alto Concetto;Печура ИП;кг;1;1;1 869,00;*
;37312;        Свинина окорок с/в  б/к (~1.5кг) вес.- Alto Concetto;Печура ИП;кг;1;1;2 121,00;*
;39934;"        Сосиски ""Подкопченные"" 12кг - Варвикс";Обнинский мясоперерабатывающий комбинат Варвикс;упак;12;1;2 138,00;*
;;Птица;;;;;;
;;    Кура;;;;;;
;40114;        Курица бедро (~1кг) с/м вес. - Благояр;Токаревская ПФ;кг;1;1;255,00;*
;20536;        Курица бедро (~1кг) с/м вес. - Приосколье;Приосколье;кг;1;1;214,00;*
;38043;        Курица грудка (~0.5кг) в/к вес. - Павловская курочка;Павловская ПФ;кг;1;1;322,00;*
;37771;        Курица желудки (~1кг) с/м вес. - Крымская Ряба;Дружба Народов Нова;кг;1;1;141,00;*
;21191;        Курица печень (~1кг) с/м вес. - Россия;Приосколье;кг;1;1;170,00;*
;24639;        Курица печень с/м 0.9кг - Россия;Ставропольский бройлер;упак;0,9;10;127,00;*
;25116;        Курица филе (шаурма) б/к б/к с/м 15кг вес. - Россия;МДМ;кг;1;15;340,00;*
;34768;        Курица филе бедра б/к б/к с/м 2.5кг - Россия;Золотое зернышко;упак;2,5;8;757,00;*
;35498;        Курица филе грудки б/к б/к (~1кг) с/м вес. - Россия;Чамзинская ПФ;кг;1;1;418,00;*
;34737;        Курица филе грудки б/к б/к с/м 2.5кг - Россия;Золотое зернышко;упак;2,5;8;813,00;*
;39206;        Цыпленок корнишон тушка потр. с/м 0.45кг - Россия;Дорофеев КФХ;упак;0,45;20;197,00;*
;33855;        Цыпленок корнишон тушка потр. с/м 0.5кг - Россия;Нерсисян КФХ;упак;0,5;18;195,00;*
;;    Утка;;;;;;
;36449;        Утка окорока (0.2-0.3кг*2шт) с/м вес. - Озёрка;Новые утиные фермы;кг;1;1;460,00;*
;36414;        Утка тушка потр. (2-2.3кг) с/м вес. - Озёрка;Новые утиные фермы;кг;1;1;283,00;*
;36413;        Утка филе грудки с/к (0.2-0.3кг) с/м вес. - Озёрка;Новые утиные фермы;кг;1;1;649,00;*
;36225;        Утка филе грудки с/к (0.3-0.4кг) с/м вес. - Россия;Центральная ПФ;кг;1;1;637,00;*
;;    Индейка;;;;;;
;35650;        Индейка филе грудки б/к б/к (~12кг) c/м вес. - Россия;ПК Урал;кг;1;1;458,00;*
;40052;"        Фарш из индейки ""Столичный"" с/м 0.9кг - Россия";ПензаМолИнвест;упак;0,9;10;130,00;*
;;Пюре из фруктов;;;;;;
;;    Пюре;;;;;;
;33475;        Фруктовое пюре Ананас с/м 1кг - Agrobar;Агробар Про;упак;1;6;698,00;*
;33872;        Фруктовое пюре Груша с/м 1кг - Agrobar;Агробар Про;упак;1;6;511,00;*
;37338;        Фруктовое пюре Имбирь с/м 1кг - Agrobar;Агробар Про;упак;1;6;495,00;*
;34777;        Фруктовое пюре Инжир с/м 1кг - Agrobar;Агробар Про;упак;1;6;618,00;*
;33762;        Фруктовое пюре Кизил с/м 1кг - Agrobar;Агробар Про;упак;1;6;541,00;*
;33463;        Фруктовое пюре Клубника с/м 1кг - Agrobar;Агробар Про;упак;1;6;461,00;*
;34748;        Фруктовое пюре Клюква с/м 1кг - Agrobar;Агробар Про;упак;1;6;441,00;*
;33476;        Фруктовое пюре Кокос с/м 1кг - Agrobar;Агробар Про;упак;1;6;860,00;*
;33761;        Фруктовое пюре Красная смородина с/м 1кг - Agrobar;Агробар Про;упак;1;6;479,00;*
;33624;        Фруктовое пюре Лайм с/м 1кг - Agrobar;Агробар Про;упак;1;6;497,00;*
;34763;        Фруктовое пюре Личи с/м 0.9кг - Agrobar;Агробар Про;упак;0,9;6;570,00;*
;33471;        Фруктовое пюре Малина с/м 1кг - Agrobar;Агробар Про;упак;1;6;636,00;*
;33472;        Фруктовое пюре Манго с/м 1кг - Agrobar;Агробар Про;упак;1;6;549,00;*
;33871;        Фруктовое пюре Мандарин с/м 1кг - Agrobar;Агробар Про;упак;1;6;537,00;*
;33536;        Фруктовое пюре Маракуйя с семечкой с/м 1кг - Agrobar;Агробар Про;упак;1;6;795,00;*
;33473;        Фруктовое пюре Маракуйя с/м 1кг - Agrobar;Агробар Про;упак;1;6;795,00;*
;34750;        Фруктовое пюре Нектарин с/м 1кг - Agrobar;Агробар Про;упак;1;6;622,00;*
;34839;        Фруктовое пюре Облепиха с/м 1кг - Agrobar;Агробар Про;упак;1;6;473,00;*
;33767;        Фруктовое пюре Рябина с/м 1кг - Agrobar;Агробар Про;упак;1;6;377,00;*
;34753;        Фруктовое пюре Тыква с/м 1кг - Agrobar;Агробар Про;упак;1;6;459,00;*
;37685;        Фруктовое пюре Яблоко Гольден с/м 1кг - Agrobar;Агробар Про;упак;1;6;460,00;*
;;Картофель-фри;;;;;;
;;    Farm Frites;;;;;;
