Ценовая зона;Категория;Артикул;Названия артикула;Вложение;Цена без НДС;Цена с НДС;Дата старта;Дата завершения;
Sochi;Bakery;333751;350Г БАТОН ОСЕННИЙ В_С;1;52,67;57,94;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;333749;350Г БАТОН ОСЕННИЙ В НАРЕЗКЕ В_С;1;54,66;60,13;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;333751;350Г БАТОН ОСЕННИЙ В_С;1;52,67;57,94;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;125532;8X62,5Г ТОРТИЛЬЯ 25СМ METRO CHEF ШПИНАТ БАЗИЛ;1;149,42;164,36;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;333751;350Г БАТОН ОСЕННИЙ В_С;1;52,67;57,94;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;667929;250Г ТОРТИЛЬЯ ГРИЛЬ MISSION 6ШТ 20СМ;1;117,48;129,23;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;211874;200Г БУЛОЧКА BIMBO ХОТ-ДОГ;1;87,8;96,58;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;211875;228Г ЛЕПЕШКА BIMBO ИЗ ПШЕНИЧНОЙ МУКИ 20СМ ТОРТИЛЬЯ;1;82,91;91,2;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;211876;240Г БУЛОЧКА BIMBO ДЛЯ ГАМБУРГЕРОВ ИЗ ПШЕНИЧНОЙ МУКИ;1;65,34;71,87;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;211883;240Г БУЛОЧКА BIMBO ДЛЯ ГАМБУРГЕРОВ ИЗ ПШЕН МУКИ С КУНЖУТ;1;68,26;75,09;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;211884;252Г БУЛОЧКА BIMBO ДЛЯ ГАМБУРГ ИЗ ПШЕНИЧ МУКИ МАКСИ КУНЖУТ;1;68,26;75,09;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;211885;390Г ЛЕПЕШКА BIMBO ИЗ ПШЕНИЧНОЙ МУКИ 25СМ ТОРТИЛЬЯ;1;97,57;107,33;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;217151;400Г ТОРТИЛЬЯ ДЕЛИКАД ОРИГИНАЛ 6ШТ 25СМ;1;99,46;109,41;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;217152;400Г ТОРТИЛЬЯ ДЕЛИКАД СЫР 6ШТ 25СМ;1;108,52;119,37;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218368;100Г ГАЛСТУК DELIFRANCE ШОКОЛАД ЗАМ;1;69,72;83,66;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218369;55Г КРУАССАН DELIFRANCE С МАСЛОМ ЗАМ;1;45,79;54,95;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218370;90Г КРУАССАН DELIFRANCE МАЛИНА ЗАМ;1;62,78;75,34;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218371;90Г КРУАССАН DELIFRANCE С МАРЦИПАНОМ ЗАМ;1;74,1;88,92;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218372;90Г КРУАССАН DELIFRANCE ШОКОЛАД ЗАМ;1;70,35;84,42;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218373;90ГР КРУАССАН DELIFRANCE С ШОК И ОРЕХОМ ЗАМ;1;74,1;88,92;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218374;90Г УЛИТКА КОРИЦА DELIFRANCE ЗАМ;1;50,19;60,23;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;218375;95Г ПЛЕТЕН DELIFRANCE КЛЕНОВ ПЕКАН ГКВ ЗАМ;1;82,92;99,5;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;220871;5ШТX69Г ЛЕПЕШКА МЕКСИК ТОРТИЛЬЯ METRO CHEF 23-25СМ;1;83,89;92,28;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;220875;5X69Г ТОРТИЛЬЯ METRO CHEF СЫРНАЯ 23-25СМ;1;88,78;97,66;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;222682;320Г ХЛЕБ ДЛЯ СЭНДВИЧЕЙ METRO CHEF ОРИГИНАЛЬНЫЙ;1;78,03;85,83;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;228780;515Г ХЛЕБ ДЛЯ ТОСТОВ С ОТРУБЯМИ HARRY'S;1;95,48;105,03;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;229047;470Г ХЛЕБ ПШЕНИЧНЫЙ HARRY'S;1;87,73;96,5;15 Sept 2023;13 Oct 2023;
Sochi;Bakery;127477;200Г ТАРТАЛЕТКИ METRO CHEF 24ШТ ПЕСОЧН ИКОРН;1;114,7;126,17;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;333735;450Г БОРОДИНСКИЙ НОВЫЙ ХЛЕБ;1;48,78;53,66;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;333735;450Г БОРОДИНСКИЙ НОВЫЙ ХЛЕБ;1;48,78;53,66;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;333735;450Г БОРОДИНСКИЙ НОВЫЙ ХЛЕБ;1;48,78;53,66;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;333741;450Г БОРОДИНСКИЙ НОВЫЙ В НАРЕЗ;1;48,8;53,68;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;333741;450Г БОРОДИНСКИЙ НОВЫЙ В НАРЕЗ;1;48,8;53,68;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;333741;450Г БОРОДИНСКИЙ НОВЫЙ В НАРЕЗ;1;48,8;53,68;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;333749;350Г БАТОН ОСЕННИЙ В НАРЕЗКЕ В_С;1;54,66;60,13;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;333749;350Г БАТОН ОСЕННИЙ В НАРЕЗКЕ В_С;1;54,66;60,13;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;125532;8X62,5Г ТОРТИЛЬЯ 25СМ METRO CHEF ШПИНАТ БАЗИЛ;1;149,42;164,36;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;667929;250Г ТОРТИЛЬЯ ГРИЛЬ MISSION 6ШТ 20СМ;1;117,48;129,23;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;667929;250Г ТОРТИЛЬЯ ГРИЛЬ MISSION 6ШТ 20СМ;1;117,48;129,23;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;430297;500Г ХЛЕБ ГОРОДСКОЙ, УПАК.;1;43,3;47,63;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;430297;500Г ХЛЕБ ГОРОДСКОЙ, УПАК.;1;43,3;47,63;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;449964;350Г БАТОН ЛЕТНИЙ ДАР НАР;1;50,67;55,74;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;449964;350Г БАТОН ЛЕТНИЙ ДАР НАР;1;50,67;55,74;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;643784;250Г ХЛЕБ SCHAR PAN BLANCO БЕЗ ГЛЮТЕНА;1;279,76;307,74;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;611952;4_80Г БУЛОЧКИ ДЛЯ ГАМБУРГЕРА;1;66,69;73,36;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;601325;350Г БАТОН НОВЫЙ;1;38,72;42,59;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;601308;320Г ЛАВАШ ТОНКИЙ 2ШТ;1;41,71;45,88;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;64655;5Х120Г ЛАВАШ ДЛЯ ШАУРМЫ;1;118,47;130,32;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;564349;100Г ХЛЕБЦЫ DR. KORNER КУКУРУЗНО-РИСОВЫЕ С ПРОВАНС ТРАВ;1;99,66;109,63;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;564349;100Г ХЛЕБЦЫ DR. KORNER КУКУРУЗНО-РИСОВЫЕ С ПРОВАНС ТРАВ;1;99,66;109,63;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;564349;100Г ХЛЕБЦЫ DR. KORNER КУКУРУЗНО-РИСОВЫЕ С ПРОВАНС ТРАВ;1;99,66;109,63;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;562915;600Г ТАРТАЛЕТКИ ИКОР ИЗ ПЕСОЧН ТЕСТА METRO CHEF 80ШТ;1;267,61;294,37;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;562914;600Г ТАРТАЛЕТКИ ИКОРН ИЗ СЛОЕН ТЕСТА METRO CHEF 100ШТ;1;296,79;326,47;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;562912;450Г ТАРТАЛЕТКИ САЛАТ ИЗ СЛОЕН ТЕСТА METRO CHEF 27ШТ;1;208,08;228,89;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;562907;560Г ТАРТАЛЕТКИ САЛАТ ИЗ ПЕСОЧ ТЕСТА METRO CHEF 27ШТ;1;218,03;239,83;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;525396;500Г ХЛЕБ БОРОДИНСКИЙ;1;47,63;52,39;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;523409;100ГР ХЛЕБЦЫ DR.KORNER 7 ЗЛАК;1;44,7;49,17;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;523407;100ГР ХЛЕБЦЫ DR.KORNER РИСОВЫЕ;1;84,55;93,01;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;523407;100ГР ХЛЕБЦЫ DR.KORNER РИСОВЫЕ;1;84,55;93,01;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;523407;100ГР ХЛЕБЦЫ DR.KORNER РИСОВЫЕ;1;84,55;93,01;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;517098;200Г ХЛЕБЦЫ ЩЕДРЫЕ ГРЕЧНЕВЫЕ;1;70,58;77,64;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;517098;200Г ХЛЕБЦЫ ЩЕДРЫЕ ГРЕЧНЕВЫЕ;1;70,58;77,64;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;517097;200Г ХЛЕБЦЫ ЩЕДРЫЕ РЖАНЫЕ;1;70,58;77,64;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;517097;200Г ХЛЕБЦЫ ЩЕДРЫЕ РЖАНЫЕ;1;70,58;77,64;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;516945;250Г ТОРТИЛЬИ ПШЕН MISSION 6ШТ 20СМ;1;81,53;89,68;14 Sept 2023;20 Sept 2023;
Sochi;Bakery;503708;32ШТ ТАРТАЛЕТКИ СЛОЕНЫЕ ЛИДЕР В УПАК;1;196,13;215,74;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;503708;32ШТ ТАРТАЛЕТКИ СЛОЕНЫЕ ЛИДЕР В УПАК;1;196,13;215,74;23 Aug 2023;19 Sept 2023;
Sochi;Bakery;503708;32ШТ ТАРТАЛЕТКИ СЛОЕНЫЕ ЛИДЕР В УПАК;1;196,13;215,74;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;461768;12X80Г ТОРТИЛЬЯ 30СМ METRO CHEF ПШЕНИЧНАЯ;1;218,77;240,65;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;461768;12X80Г ТОРТИЛЬЯ 30СМ METRO CHEF ПШЕНИЧНАЯ;1;218,77;240,65;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;461765;12X60Г ТОРТИЛЬЯ 25СМ METRO CHEF ПШЕНИЧНАЯ;1;163,5;179,85;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;461765;12X60Г ТОРТИЛЬЯ 25СМ METRO CHEF ПШЕНИЧНАЯ;1;163,5;179,85;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;461727;12Х37Г ТОРТИЛЬЯ METRO CHEF ПШЕНИЧНАЯ 20СМ;1;140,89;154,98;16 Sept 2023;13 Oct 2023;
Sochi;Bakery;461727;12Х37Г ТОРТИЛЬЯ METRO CHEF ПШЕНИЧНАЯ 20СМ;1;140,89;154,98;7 Sept 2023;4 Oct 2023;
Sochi;Bakery;449964;350Г БАТОН ЛЕТНИЙ ДАР НАР;1;50,67;55,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;219332;ПАВИЛЬОН MILANO 6.8_5М MPRO;1;38661,87;46394,24;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;654109;ЗОНТ АЛЮМ. БЕЖЕВЫЙ 3 М TH;1;3061,62;3673,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209649;КРЕСЛО ЭСТЕР GREENGARD;1;15830,77;18996,92;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209651;СТОЛ ЭСТЕР GREENGARD;1;4636,62;5563,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209653;ЗОНТ САДОВЫЙ 2М;1;1224,12;1468,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209995;ЛЕЖАК С РЕГУЛИРУЕМОЙ СПИНКОЙ МАЛЬТА GREENGARD;1;10061,62;12073,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;210505;СТУЛ ЭСТЕР GREENGARD;1;6561,63;7873,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;210509;Н-Р МЕБЕЛИ ПАЛЕРМО 6 ПРЕДМЕТОВ TARRINGTON HOUSE;1;58624,12;70348,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;124502;КРЕСЛО-ШЕЗЛОНГ СКЛАДНОЕ GREENGARD;1;3936,63;4723,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;124500;ШЕЗЛОНГ-ЛЕЖАК ИЗ РОТАНГА GREENGARD;1;10499,13;12598,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209644;КАЧЕЛИ САДОВЫЕ АВИТАЛЬ-1 GREENGARD;1;21874,12;26248,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;121174;70X70СМ СТОЛ KARAGANDA TARRINGTON HOUSE;1;5249,13;6298,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;202939;СУМКА-ХОЛОДИЛЬНИК 65Л METRO PROFESSIONAL;1;1486,62;1783,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;248339;СТОЛ 110СМ KARAGANDA ТН;1;7436,62;8923,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;293027;ГРУНТ ЭКЗО 40Л СЕЛИГЕР-АГРО;1;196,55;235,86;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;656228;ЗОНТ HELENA 3М TH;1;4811,62;5773,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;361244;MPRO УГОЛЬ 3КГ ВЫСШИЙ СОРТ;1;305,37;366,44;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;361249;MPRO УГОЛЬ 10КГ ВЫСШИЙ СОРТ;1;642,89;771,47;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;109441;КРЕСЛО ПОДВЕСНОЕ С ПОДУШКОЙ GREENGARD;1;19249,12;23098,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;103020;CУМКА-ХОЛОДИЛЬНИК 55Л ARO;1;1224,12;1468,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;103019;CУМКА-ХОЛОДИЛЬНИК 40Л ARO;1;1049,13;1258,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;101245;ГРУНТ ЭКЗО 25Л;1;145,05;174,06;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;398126;ПАВИЛЬОН 3Х3М TARRINGTON HOUSE;1;25198,95;30238,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;398126;ПАВИЛЬОН 3Х3М TARRINGTON HOUSE;1;25198,95;30238,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;398126;ПАВИЛЬОН 3Х3М TARRINGTON HOUSE;1;25198,95;30238,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;209639;КАЧЕЛИ САДОВЫЕ ДЕНИ GREENGARD;1;11374,12;13648,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209636;КРЕСЛО ПОДВЕСНОЕ МЕССИНА GREENGARD;1;13999,12;16798,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209621;СТОЛ 50Х50Х40СМ БЕЛЫЙ HOLIDAY;1;874,12;1048,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209612;СТОЛ ПРЯМОУГОЛЬНЫЙ 70Х120Х75СМ HENIVER;1;5686,62;6823,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209606;СТОЛ КВАДРАТНЫЙ 90Х90Х75СМ HENIVER;1;6124,12;7348,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209605;КРЕСЛО AYDER 56Х44Х89СМ HENIVER;1;1968,93;2362,72;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209604;СТУЛ PARIS 38Х36Х88СМ HENIVER;1;1399,12;1678,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;467275;СТОЛ КРУГЛЫЙ БЕРЛИН ARO;1;1749,12;2098,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;467482;КРЕСЛО СТАЛЬНОЕ ДЛЯ ОТДЫХА ARO;1;3936,63;4723,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209602;Н-Р МЕБЕЛИ КАПРИ 5ПР GREENGARD;1;66230,77;79476,92;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209598;ДИВАН-ТРАНСФОРМЕР МАЙА GREENGARD;1;69946,19;83935,43;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209596;Н-Р МЕБЕЛИ МАЛИБУ 4ПР GREENGARD;1;69999,12;83998,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209593;Н-Р МЕБЕЛИ СТЕФАНИЯ 9ПР GREENGARD;1;96115,42;115338,5;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209570;ШЕЗЛОНГ ДАРСИ GREENGARD;1;3499,12;4198,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;209569;КРЕСЛО-ШЕЗЛОНГ ВАЛЕНТИ GREENGARD;1;3324,12;3988,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;125062;ПАВИЛЬОН SUN STAR 3Х3М ARO;1;2624,13;3148,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;125066;ЗОНТ MERIDA 4М TH;1;4111,62;4933,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205980;Н-Р МЕБЕЛИ ПАЛЕРМО 6 ПРЕДМЕТОВ TARRINGTON HOUSE;1;58624,12;70348,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205970;Н-Р МЕБЕЛИ ЛИОН 5 ПРЕДМЕТОВ TARRINGTON HOUSE;1;58624,12;70348,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;657685;ШЕЗЛОНГ ИЗ РОТАНГА GREENGARD;1;11548,95;13858,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;657685;ШЕЗЛОНГ ИЗ РОТАНГА GREENGARD;1;11548,95;13858,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;205968;СТОЛ ПРЯМОУГОЛЬНЫЙ 130X90 METRO PROFESSIONAL;1;16638,48;19966,18;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;657685;ШЕЗЛОНГ ИЗ РОТАНГА GREENGARD;1;11548,95;13858,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;205967;СТОЛ КВАДРАТНЫЙ 90X90 METRO PROFESSIONAL;1;12115,42;14538,5;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205966;СТОЛ КВАДРАТНЫЙ 52Х52СМ METRO PROFESSIONAL;1;7753,81;9304,57;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;136867;СТУЛ ИЗ РОТАНГА ARO;1;1751,84;2102,21;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;136855;ОСНОВАНИЕ Д_ЗОНТА 30КГ METRO PROFESSIONAL;1;3061,62;3673,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;136695;ШАТЕР 6Х6М METRO PROFESSIONAL;1;18374,13;22048,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;543272;ШЕЗЛОНГ ТЕКСТАЛАЙН ARO;1;5564,03;6676,84;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;549591;ЩЕПА ДЛЯ КОПЧЕНИЯ ОЛЬХА;1;60,38;72,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;552738;ДРОВА В СЕТКЕ 10Л.;1;261,63;313,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205965;КРЕСЛО ИЗ РОТАНГА METRO PROFESSIONAL;1;9013,81;10816,57;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205960;СТУЛ ИЗ РОТАНГА METRO PROFESSIONAL;1;5573,05;6687,66;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205959;КАЧЕЛИ-БЕСЕДКА TARRINGTON HOUSE;1;64749,12;77698,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205958;ШЕЗЛОНГ СКЛАДНОЙ НА КОЛЕСАХ 186Х76,5СМ ARO;1;4111,62;4933,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205957;КРЕСЛО ДЕТСКОЕ 38Х35СМ ARO;1;217,88;261,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205956;СТОЛ КВАДРАТНЫЙ 80Х80СМ БЕЛЫЙ ARO;1;1180,38;1416,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205955;СТОЛ КВАДРАТНЫЙ 80Х80СМ СЕРЫЙ ARO;1;1180,38;1416,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205949;КРЕСЛО 56Х45СМ БЕЛОЕ ARO;1;786,63;943,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;577655;ПАВИЛЬОН 3Х3М TH;1;11548,95;13858,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;577655;ПАВИЛЬОН 3Х3М TH;1;11548,95;13858,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;577655;ПАВИЛЬОН 3Х3М TH;1;11548,95;13858,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;63738;1,8КГ УГОЛЬ MPRO БРИКЕТ;1;200,37;240,44;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;128696;СТОЛ СКЛАДНОЙ КРУГЛЫЙ 116Х74СМ БЕЛЫЙ;1;6386,62;7663,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;585269;ЩЕПА ГРУШЕВАЯ 200ГР;1;60,38;72,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;585270;ЩЕПА ЯБЛОНЕВАЯ 200ГР;1;60,38;72,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;590660;ЖИДК-ТЬ Д_РОЗЖИГА 1Л MPRO;1;217,88;261,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;205948;КРЕСЛО 56Х45СМ СЕРОЕ ARO;1;786,63;943,96;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;657494;СКАМЬЯ 3 МЕСТА КОПЕНГАГЕН;1;9611,52;11533,82;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;657492;ЛАВКА СКЛАДНАЯ БРАУФЕСТ;1;7350;8820;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;657490;СТОЛ СКЛАДНОЙ БРАУФЕСТ;1;8398,95;10078,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;657490;СТОЛ СКЛАДНОЙ БРАУФЕСТ;1;8398,95;10078,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;657490;СТОЛ СКЛАДНОЙ БРАУФЕСТ;1;8398,95;10078,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;125490;СКАМЬЯ ПАРКОВАЯ ИРМА;1;9973,95;11968,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;45054;ЗОНТ 3X3М MPRO;1;17499,12;20998,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;44942;ЗОНТ ДВОЙНОЙ 2,5М MPRO;1;16624,12;19948,94;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;125490;СКАМЬЯ ПАРКОВАЯ ИРМА;1;9973,95;11968,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;621079;НАБОР РОТАНГОВОЙ МЕБЕЛИ ARO;1;17848,95;21418,74;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;621079;НАБОР РОТАНГОВОЙ МЕБЕЛИ ARO;1;17848,95;21418,74;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;621079;НАБОР РОТАНГОВОЙ МЕБЕЛИ ARO;1;17848,95;21418,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;631275;ЖИДКОСТЬ ДЛЯ РОЗЖИГА 0,5Л MPRO;1;112,88;135,46;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;125490;СКАМЬЯ ПАРКОВАЯ ИРМА;1;9973,95;11968,74;23 Aug 2023;19 Sept 2023;
Sochi;Camping_Garden;652864;КРЕСЛО KARAGANDA TH;1;6614,82;7937,78;14 Sept 2023;20 Sept 2023;
Sochi;Camping_Garden;653626;СТУЛ KARAGANDA TH;1;4284;5140,8;16 Sept 2023;13 Oct 2023;
Sochi;Camping_Garden;653626;СТУЛ KARAGANDA TH;1;4284;5140,8;7 Sept 2023;4 Oct 2023;
Sochi;Camping_Garden;209647;СТУЛ ЭСТЕР GREENGARD;1;6561,63;7873,96;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;118258;4100Г ТОМАТЫ POMI РЕЗАННЫЕ;1;874,12;1048,94;16 Sept 2023;13 Oct 2023;
Sochi;Canned Food;12499;820Г ПЕРСИКИ ARO ПОЛОВИНКИ В СИРОПЕ;1;162,23;194,68;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;352565;300Г ЛАПША SEN SOY РИСОВАЯ;1;92,49;101,74;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;353856;1КГ ХОНДАШИ TAKEMURA СУХОЙ БУЛЬОН;1;664,12;796,94;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;131111;400Г ПАСТА AROY-D КАРРИ ЖЕЛТАЯ;1;198,27;237,92;16 Sept 2023;13 Oct 2023;
Sochi;Canned Food;213611;800Г КЕТЧУП HEINZ ИТАЛЬЯНСКИЙ ПЛ_БУТ;1;170,8;204,96;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;431376;230Г СОУС HEINZ БАРБЕКЮ;1;83,92;100,7;14 Sept 2023;20 Sept 2023;
Sochi;Canned Food;655874;3Л ПАТИССОНЫ СКАТЕРТЬ-САМОБРАНКА МАРИНОВАННЫЕ;1;376,8;452,16;14 Sept 2023;20 Sept 2023;
