Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Страница 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мучные и крупяные изделия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115729;;;;Грибы Еринги Artfruit 200г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;222,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73675;;;;Грибы Шампиньоны 1 сорт (белые) кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;;;2,8;;;кг;;;265,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73675;;;;Грибы Шампиньоны 1 сорт (белые) кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;;;2,8;;;кг;;;265,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101912;;;;Грибы Шампиньоны 2 сорт (с повреждениями) кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;;;2,8;;;кг;;;229,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101912;;;;Грибы Шампиньоны 2 сорт (с повреждениями) кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;;;2,8;;;кг;;;229,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73661;;;;Грибы Шампиньоны 500 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;155,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105863;;;;Грибы Шампиньоны 500 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;155,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105775;;;;Грибы Шампиньоны второй сорт кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3;;;кг;;;229,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114991;;;;Грибы Шампиньоны для Гриля 700г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;299,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105774;;;;Грибы Шампиньоны первый сорт кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;кг;;;255,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115728;;;;Грибы Шимиджи Artfruit 150г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;189,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зелень;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;98304;;;;Базилик зеленый кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;3029,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;98304;;;;Базилик зеленый кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;3029,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105831;;;;Базилик зеленый кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,3;;;кг;;;3029,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;53651;;;;Базилик красный (фиолетовый) кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;3216,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105832;;;;Базилик красный кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;кг;;;3216,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106615;;;;Зелень свежая ассорти 100 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;39,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106615;;;;Зелень свежая ассорти 100 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;39,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109662;;;;Кинза 100 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;49,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114522;;;;Микрозелень Кресс-салат Бокс шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112036;;;;Микрозелень подсолнечник / 20-80г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;139,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114714;;;;Микрозелень Редис Зеленый Бокс шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;186,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112037;;;;Микрозелень редис Ред Корал /20-80г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;159,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112420;;;;Микрозелень редис шт*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;115,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114716;;;;Микрозелень Руккола Бокс шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;186,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116281;;;;Микрозелень щавель раст/30-80г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;289,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106614;;;;Мята 25 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;40,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106614;;;;Мята 25 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;40,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109661;;;;Мята 25 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;49,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;58121;;;;Мята кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;1500,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105877;;;;Мята кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,3;;;кг;;;1500,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114994;;;;Набор Зелени для Мяса 45г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;91,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114995;;;;Набор Зелени для Рыбы 45г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;80,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106611;;;;Петрушка 30 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;23,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106611;;;;Петрушка 30 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;23,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109659;;;;Петрушка 30 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;3;;;шт;;;23,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;53654;;;;Петрушка кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,25;;;кг;;;225,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105881;;;;Петрушка кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,5;;;кг;;;235,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115555;;;;Петрушка Свежая_кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,25;;;кг;;;555,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106793;;;;Розмарин 25 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;59,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106793;;;;Розмарин 25 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;59,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109658;;;;Розмарин 25 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;59,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;28860;;;;Розмарин кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;1485,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;28860;;;;Розмарин кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;1485,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105886;;;;Розмарин кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,3;;;кг;;;1485,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;28813;;;;Щавель свежий кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,15;;;кг;;;630,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105872;;;;Щавель свежий кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,5;;;кг;;;630,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Овощи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;29059;;;;Баклажан кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;кг;;;239,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105833;;;;Баклажан кг*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;219,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113614;;;;Баклажаны_кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;161,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115856;;;;Горох Стручковый Сладкий Свежий 250г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;549,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73698;;;;Имбирь кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,5;;;кг;;;769,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105864;;;;Имбирь кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,3;;;кг;;;866,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;28377;;;;Кабачки кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2;;;кг;;;309,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105866;;;;Кабачки кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;1;;;кг;;;339,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80781;;;;Кабачки цуккини кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;кг;;;249,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105868;;;;Кабачки цуккини кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;335,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113624;;;;Кабачки_кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;389,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115297;;;;Капуста Белокочанная _кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;0,5;;;кг;;;46,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115816;;;;Капуста Белокочанная*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;3;;;кг;;;52,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;84585;;;;Капуста Брокколи кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;320,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105869;;;;Капуста Брокколи кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,5;;;кг;;;319,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73707;;;;Капуста краснокочанная кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;2;;;кг;;;59,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105870;;;;Капуста краснокочанная кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1,5;;;кг;;;69,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;98656;;;;Капуста цветная кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;1;;;кг;;;220,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105871;;;;Капуста цветная кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;1;;;кг;;;225,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112238;;;;Картофель беби 2кг шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;шт;;;130,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105940;;;;Картофель Бейби 2-3 см кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;93,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80880;;;;Картофель Бэйби 2-3 см кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;30;;;кг;;;95,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101726;;;;Картофель Бэйби 2-3 см фас ~ 2 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;2;;;кг;;;99,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73692;;;;Перец элитный красный кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;кг;;;356,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105960;;;;Перец элитный красный кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,9;;;1;;;кг;;;359,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;36209;;;;Редис 500 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;169,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105935;;;;Редис 500 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;169,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73697;;;;Редис Дайкон свежий кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;2,5;;;кг;;;96,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105936;;;;Редис Дайкон свежий кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;1;;;кг;;;119,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113883;;;;Редис_500г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;95,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73701;;;;Редька зеленая кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;1;;;кг;;;65,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105934;;;;Редька зеленая кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;1;;;кг;;;45,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115815;;;;Репа;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;59,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73720;;;;Репа желтая кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;89,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73703;;;;Сельдерей корень кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;299,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105891;;;;Сельдерей корень кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;кг;;;240,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73724;;;;Тыква Баттернат кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;3;;;кг;;;79,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105918;;;;Тыква Баттернат кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2;;;кг;;;79,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80375;;;;Тыква Мускат кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1,5;;;кг;;;69,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80375;;;;Тыква Мускат кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1,5;;;кг;;;69,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105916;;;;Тыква Мускат кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;6;;;кг;;;69,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115855;;;;Фасоль Стручковая 250г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;369,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101999;;;;Чеснок свежий кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;409,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105914;;;;Чеснок свежий кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0,5;;;кг;;;375,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;79713;;;;Чеснок свежий фас ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;439,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;79713;;;;Чеснок свежий фас ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;439,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113642;;;;Чеснок_кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;509,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Очищенные овощи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105943;;;;Картофель свежий очищенный НФК фас ~ 5 кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;кг;;;90,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116513;;;;Салат латук листовой в горшочке;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;79,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
